id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
847,カマスジョー,通常,くしざしポケモン,通常,みず,,1.3,30,61,123,60,60,50,136,490,すいすい,,スクリューおびれ,かますじょー,kamasujoー
848,エレズン,通常,あかごポケモン,通常,でんき,どく,0.4,11,40,38,35,54,35,40,242,びびり,せいでんき,ぶきよう,えれずん,erezun
849,ストリンダー,ハイなすがた,パンクポケモン,通常,でんき,どく,1.6,40,75,98,70,114,70,75,502,パンクロック,プラス,テクニシャン,すとりんだー,sutorinda
850,ヤクデ,通常,はつねつポケモン,通常,ほのお,むし,0.7,1,50,65,45,50,50,45,305,もらいび,しろいけむり,ほのおのからだ,やくで,yakude
851,マルヤクデ,通常,はつねつポケモン,通常,ほのお,むし,3,120,100,115,65,90,90,65,525,もらいび,しろいけむり,ほのおのからだ,まるやくで,maruyakude
852,タタッコ,通常,だだっこポケモン,通常,かくとう,,0.6,4,50,68,60,50,50,32,310,じゅうなん,,テクニシャン,たたっこ,tatakko
853,オトスパス,通常,じゅうじゅつポケモン,通常,かくとう,,1.6,39,80,118,90,70,80,42,480,じゅうなん,,テクニシャン,おとすぱす,otosupasu
854,ヤバチャ,通常,こうちゃポケモン,通常,ゴースト,,0.1,0.2,40,45,45,74,54,50,308,くだけるよろい,,のろわれボディ,やばちゃ,yabacha
855,ポットデス,通常,こうちゃポケモン,通常,ゴースト,,0.2,0.4,60,65,65,134,114,70,508,くだけるよろい,,のろわれボディ,ぽっとです,pottodesu
856,ミブリム,通常,おだやかポケモン,通常,エスパー,,0.4,3.4,42,30,45,56,53,39,265,いやしのこころ,きけんよち,マジックミラー,みぶりむ,miburimu
857,テブリム,通常,せいしゅくポケモン,通常,エスパー,,0.6,4.8,57,40,65,86,73,49,370,いやしのこころ,きけんよち,マジックミラー,てぶりむ,teburimu
858,ブリムオン,通常,せいじゃくポケモン,通常,エスパー,フェアリー,2.1,5.1,57,90,95,136,103,29,510,いやしのこころ,きけんよち,マジックミラー,ぶりむおん,burimuon
859,ベロバー,通常,いじわるポケモン,通常,あく,フェアリー,0.4,5.5,45,45,30,55,40,50,265,いたずらごころ,おみとおし,わるいてぐせ,べろばー,beroba
860,ギモー,通常,しょうわるポケモン,通常,あく,フェアリー,0.8,12.5,65,60,45,75,55,70,370,いたずらごころ,おみとおし,わるいてぐせ,ぎもー,gimo
861,オーロンゲ,通常,ビルドアップポケモン,通常,あく,フェアリー,1.5,61,95,120,65,95,75,60,510,いたずらごころ,おみとおし,わるいてぐせ,おーろんげ,oronge
862,タチフサグマ,通常,ていしポケモン,通常,あく,ノーマル,1.6,46,93,90,101,60,81,95,520,すてみ,こんじょう,まけんき,たちふさぐま,tachifusaguma
863,ニャイキング,通常,バイキングポケモン,通常,はがね,,0.8,28,70,110,100,50,60,50,440,カブトアーマー,かたいツメ,はがねのせいしん,にゃいきんぐ,nyaikingu
864,サニゴーン,通常,さんごポケモン,通常,ゴースト,,1,0.4,60,95,50,145,130,30,510,くだけるよろい,,ほろびのボディ,さにごーん,sanigon
865,ネギガナイト,通常,かるがもポケモン,通常,かくとう,,0.8,117,62,135,95,68,82,65,507,ふくつのこころ,,きもったま,ねぎがないと,negiganaito
866,バリコオル,通常,コメディアンポケモン,通常,こおり,エスパー,1.5,58.2,80,85,75,110,100,70,520,ちどりあし,バリアフリー,アイスボディ,ばりこおる,barikooru
867,デスバーン,通常,おんねんポケモン,通常,じめん,ゴースト,1.6,66.6,58,95,145,50,105,30,483,さまようたましい,,,ですばーん,desuban
868,マホミル,通常,クリームポケモン,通常,フェアリー,,0.2,0.3,45,40,40,50,61,34,270,スイートベール,,アロマベール,まほみる,mahomiru
869,マホイップ,通常,クリームポケモン,通常,フェアリー,,0.3,0.5,65,60,75,110,121,64,495,スイートベール,,アロマベール,まほいっぷ,mahoippu
870,タイレーツ,通常,じんけいポケモン,通常,かくとう,,3,62,65,100,100,70,60,75,470,カブトアーマー,,まけんき,たいれーつ,tairetsu
871,バチンウニ,通常,うにポケモン,通常,でんき,,0.3,1,48,101,95,91,85,15,435,ひらいしん,,エレキメイカー,ばちんうに,bachinuni
872,ユキハミ,通常,いもむしポケモン,通常,こおり,むし,0.3,3.8,30,25,35,45,30,20,185,りんぷん,,こおりのりんぷん,ゆきはみ,yukihami
873,モスノウ,通常,こおりがポケモン,通常,こおり,むし,1.3,42,70,65,60,125,90,65,475,りんぷん,,こおりのりんぷん,もすのう,mosunou
874,イシヘンジン,通常,きょせきポケモン,通常,いわ,,2.5,520,100,125,135,20,20,70,470,パワースポット,,,いしへんじん,ishihenjin
875,コオリッポ,アイスフェイス,ペンギンポケモン,通常,こおり,,1.4,89,75,80,110,65,90,50,470,アイスフェイス,,,こおりっぽ,koorippo
876,イエッサン,オスのすがた,かんじょうポケモン,通常,エスパー,ノーマル,0.9,28,60,65,55,105,95,95,475,せいしんりょく,シンクロ,サイコメイカー,いえっさん,iessan
877,モルペコ,まんぷくもよう,にめんポケモン,通常,でんき,あく,0.3,3,58,95,58,70,58,97,436,はらぺこスイッチ,,,もるぺこ,morupeko
878,ゾウドウ,通常,どうぞうポケモン,通常,はがね,,1.2,100,72,80,49,40,49,40,330,ちからずく,,ヘヴィメタル,ぞうどう,zoudou
879,ダイオウドウ,通常,どうぞうポケモン,通常,はがね,,3,650,122,130,69,80,69,30,500,ちからずく,,ヘヴィメタル,だいおうどう,daioudou
880,パッチラゴン,通常,かせきポケモン,通常,でんき,ドラゴン,1.8,190,90,100,90,80,70,75,505,ちくでん,はりきり,すなかき,ぱっちらごん,pacchiragon
881,パッチルドン,通常,かせきポケモン,通常,でんき,こおり,2.3,150,90,100,90,90,80,55,505,ちくでん,せいでんき,ゆきかき,ぱっちるどん,pacchirudon
882,ウオノラゴン,通常,かせきポケモン,通常,みず,ドラゴン,2.3,215,90,90,100,70,80,75,505,ちょすい,がんじょうあご,すなかき,うおのらごん,uonoragon
883,ウオチルドン,通常,かせきポケモン,通常,みず,こおり,2,175,90,90,100,80,90,55,505,ちょすい,アイスボディ,ゆきかき,うおちるどん,uochirudon
884,ジュラルドン,通常,ごうきんポケモン,通常,はがね,ドラゴン,1.8,40,70,95,115,120,50,85,535,ライトメタル,ヘヴィメタル,すじがねいり,じゅらるどん,jurarudon
885,ドラメシヤ,通常,うらめしポケモン,通常,ドラゴン,ゴースト,0.5,2,28,60,30,40,30,82,270,クリアボディ,すりぬけ,のろわれボディ,どらめしや,dorameshiya
886,ドロンチ,通常,せわやくポケモン,通常,ドラゴン,ゴースト,1.4,11,68,80,50,60,50,102,410,クリアボディ,すりぬけ,のろわれボディ,どろんち,doronchi
887,ドラパルト,通常,ステルスポケモン,通常,ドラゴン,ゴースト,3,50,88,120,75,100,75,142,600,クリアボディ,すりぬけ,のろわれボディ,どらぱると,doraparuto
888,ザシアン,れきせんのゆうしゃ,つわものポケモン,伝説,フェアリー,,2.8,110,92,120,115,80,115,138,660,ふとうのけん,,,ざしあん,zashian
889,ザマゼンタ,れきせんのゆうしゃ,つわものポケモン,伝説,かくとう,,2.9,210,92,120,115,80,115,138,660,ふくつのたて,,,ざまぜんた,zamazenta
890,ムゲンダイナ,通常,キョダイポケモン,伝説,どく,ドラゴン,20,950,140,85,95,145,95,130,690,プレッシャー,,,むげんだいな,mugendaina
891,ダクマ,通常,けんぽうポケモン,準伝説,かくとう,,0.6,12,60,90,60,53,50,72,385,せいしんりょく,,,だくま,dakuma
892,ウーラオス,いちげきのかた,けんぽうポケモン,準伝説,かくとう,あく,1.9,105,100,130,100,63,60,97,550,ふかしのこぶし,,,うーらおす,uraosu
893,ザルード,通常,わるざるポケモン,幻,あく,くさ,1.8,70,105,120,105,70,95,105,600,リーフガード,,,ざるーど,zarudo
894,レジエレキ,通常,エレクトロンポケモン,準伝説,でんき,,1.2,145,80,100,50,100,50,200,580,トランジスタ,,,れじえれき,rejiereki
895,レジドラゴ,通常,りゅうぎょくポケモン,準伝説,ドラゴン,,2.1,200,200,100,50,100,50,80,580,りゅうのあぎと,,,れじどらご,rejidorago
896,ブリザポス,通常,あばれうまポケモン,準伝説,こおり,,2.2,800,100,145,130,65,110,30,580,しろのいななき,,,ぶりざぽす,burizaposu
897,レイスポス,通常,しゅんばポケモン,準伝説,ゴースト,,2,44.5,100,65,60,145,80,130,580,くろのいななき,,,れいすぽす,reisuposu
898,バドレックス,通常,キングポケモン,通常,エスパー,くさ,1.1,7.7,100,80,80,80,80,80,500,きんちょうかん,,,ばどれっくす,badorekkusu
899,アヤシシ,通常,おおツノポケモン,通常,ノーマル,エスパー,1.8,95.1,103,105,72,105,75,65,525,いかく,おみとおし,そうしょく,あやしし,ayashishi
900,バサギリ,通常,まさかりポケモン,通常,むし,いわ,1.8,89,70,135,95,45,70,85,500,むしのしらせ,ちからずく,きれあじ,ばさぎり,basagiri
901,ガチグマ,通常,でいたんポケモン,通常,じめん,ノーマル,2.4,290,130,140,105,45,80,50,550,こんじょう,ぼうだん,きんちょうかん,がちぐま,gachiguma
902,イダイトウ,オスのすがた,おおうおポケモン,通常,みず,ゴースト,3,110,120,112,65,80,75,78,530,すいすい,てきおうりょく,かたやぶり,いだいとう,idaitou
903,オオニューラ,通常,クライミングポケモン,通常,かくとう,どく,1.3,43,80,130,60,40,80,120,510,プレッシャー,かるわざ,どくしゅ,おおにゅーら,oonyuーra
904,ハリーマン,通常,けんざんポケモン,通常,あく,どく,2.5,60.5,85,115,95,65,65,85,510,どくのトゲ,すいすい,いかく,はりーまん,hariman
905,ラブトロス,けしんフォルム,あいぞうポケモン,準伝説,フェアリー,ひこう,1.6,48,74,115,70,135,80,106,580,メロメロボディ,,あまのじゃく,らぶとろす,rabutorosu
906,ニャオハ,通常,くさねこポケモン,通常,くさ,,0.4,4.1,40,61,54,45,45,65,310,しんりょく,,へんげんじざい,にゃおは,nyaoha
907,ニャローテ,通常,くさねこポケモン,通常,くさ,,0.9,12.2,61,80,63,60,63,83,410,しんりょく,,へんげんじざい,にゃろーて,nyarote
908,マスカーニャ,通常,マジシャンポケモン,通常,くさ,あく,1.5,31.2,76,110,70,81,70,123,530,しんりょく,,へんげんじざい,ますかーにゃ,masukanya
909,ホゲータ,通常,ほのおワニポケモン,通常,ほのお,,0.4,9.8,67,45,59,63,40,36,310,もうか,,てんねん,ほげーた,hogeta
910,アチゲータ,通常,ほのおワニポケモン,通常,ほのお,,1,30.7,81,55,78,90,58,49,411,もうか,,てんねん,あちげーた,achigeta
911,ラウドボーン,通常,シンガーポケモン,通常,ほのお,ゴースト,1.6,326.5,104,75,100,110,75,66,530,もうか,,てんねん,らうどぼーん,raudobon
912,クワッス,通常,こがもポケモン,通常,みず,,0.5,6.1,55,65,45,50,45,50,310,げきりゅう,,じしんかじょう,くわっす,kuwassu
913,ウェルカモ,通常,レッスンポケモン,通常,みず,,1.2,21.5,70,85,65,65,60,65,410,げきりゅう,,じしんかじょう,うぇるかも,uerukamo
914,ウェーニバル,通常,ダンサーポケモン,通常,みず,かくとう,1.8,61.9,85,120,80,85,75,85,530,げきりゅう,,じしんかじょう,うぇーにばる,ueーnibaru
915,グルトン,通常,ぶたポケモン,通常,ノーマル,,0.5,10.2,54,45,40,35,45,35,254,アロマベール,くいしんぼう,あついしぼう,ぐるとん,guruton
916,パフュートン,オスのすがた,ぶたポケモン,通常,ノーマル,,1,120,110,100,75,59,80,65,489,とれないにおい,くいしんぼう,あついしぼう,ぱふゅーとん,pafuューton
917,タマンチュラ,通常,いとだまポケモン,通常,むし,,0.3,4,35,41,45,29,40,20,210,ふみん,,はりこみ,たまんちゅら,tamanchura
918,ワナイダー,通常,トラップポケモン,通常,むし,,1,16.5,60,79,92,52,86,35,404,ふみん,,はりこみ,わないだー,wanaida
919,マメバッタ,通常,バッタポケモン,通常,むし,,0.2,1,33,46,40,21,25,45,210,むしのしらせ,,いろめがね,まめばった,mamebatta
920,エクスレッグ,通常,バッタポケモン,通常,むし,あく,1,17.5,71,102,78,52,55,92,450,むしのしらせ,,いろめがね,えくすれっぐ,ekusureggu
921,パモ,通常,ねずみポケモン,通常,でんき,,0.3,2.5,45,50,20,40,25,60,240,せいでんき,しぜんかいふく,てつのこぶし,ぱも,pamo
922,パモット,通常,ねずみポケモン,通常,でんき,かくとう,0.4,6.5,60,75,40,50,40,85,350,ちくでん,しぜんかいふく,てつのこぶし,ぱもっと,pamotto
923,パーモット,通常,てあてポケモン,通常,でんき,かくとう,0.9,41,70,115,70,70,60,105,490,ちくでん,しぜんかいふく,てつのこぶし,ぱーもっと,pamotto
924,ワッカネズミ,通常,カップルポケモン,通常,ノーマル,,0.3,1.8,50,50,45,40,45,75,305,にげあし,ものひろい,マイペース,わっかねずみ,wakkanezumi
925,イッカネズミ,４ひきかぞく,ファミリーポケモン,通常,ノーマル,,0.3,2.8,74,75,70,65,75,111,470,フレンドガード,ほおぶくろ,テクニシャン,いっかねずみ,ikkanezumi
926,パピモッチ,通常,こいぬポケモン,通常,フェアリー,,0.3,10.9,37,55,70,30,55,65,312,マイペース,,ぶきよう,ぱぴもっち,papimocchi
927,バウッツェル,通常,いぬポケモン,通常,フェアリー,,0.5,14.9,57,80,115,50,80,95,477,こんがりボディ,,アロマベール,ばうっつぇる,bauttsueru
928,ミニーブ,通常,オリーブポケモン,通常,くさ,ノーマル,0.3,6.5,41,35,45,58,51,30,260,はやおき,,しゅうかく,みにーぶ,minibu
929,オリーニョ,通常,オリーブポケモン,通常,くさ,ノーマル,0.6,11.9,52,53,60,78,78,33,354,はやおき,,しゅうかく,おりーにょ,orinyo
930,オリーヴァ,通常,オリーブポケモン,通常,くさ,ノーマル,1.4,48.2,78,69,90,125,109,39,510,こぼれダネ,,しゅうかく,おりーヴぁ,oribua
931,イキリンコ,グリーンフェザー,インコポケモン,通常,ノーマル,ひこう,0.6,2.4,82,96,51,45,51,92,417,いかく,はりきり,こんじょう,いきりんこ,ikirinko
932,コジオ,通常,がんえんポケモン,通常,いわ,,0.4,16,55,55,75,35,35,25,280,きよめのしお,がんじょう,クリアボディ,こじお,kojio
933,ジオヅム,通常,がんえんポケモン,通常,いわ,,0.6,105,60,60,100,35,65,35,355,きよめのしお,がんじょう,クリアボディ,じおづむ,jiozumu
934,キョジオーン,通常,がんえんポケモン,通常,いわ,,2.3,240,100,100,130,45,90,35,500,きよめのしお,がんじょう,クリアボディ,きょじおーん,kyojion
935,カルボウ,通常,ひのこポケモン,通常,ほのお,,0.6,10.5,40,50,40,50,40,35,255,もらいび,,ほのおのからだ,かるぼう,karubou
936,グレンアルマ,通常,ひのせんしポケモン,通常,ほのお,エスパー,1.5,85,85,60,100,125,80,75,525,もらいび,,くだけるよろい,ぐれんあるま,gurenaruma
937,ソウブレイズ,通常,ひのけんしポケモン,通常,ほのお,ゴースト,1.6,62,75,125,80,60,100,85,525,もらいび,,くだけるよろい,そうぶれいず,soubureizu
938,ズピカ,通常,でんきおたまポケモン,通常,でんき,,0.3,0.4,61,31,41,59,35,45,272,マイペース,せいでんき,しめりけ,ずぴか,zupika
